config,group,target_precision,draft_precision,prompt_id,mean_acceptance,acceptance_list,exact_match,n_new_tokens,n_cycles
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),91,2.4615,"[1, 4, 3, 2, 2, 3, 1, 2, 2, 3, 4, 3, 2, 4, 4, 1, 2, 2, 2, 3, 2, 3, 1, 2, 1, 5]",True,64,26
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),92,2.2857,"[3, 3, 2, 3, 1, 3, 2, 4, 4, 2, 4, 1, 1, 1, 4, 3, 1, 1, 2, 3, 3, 5, 1, 2, 1, 2, 1, 1]",True,64,28
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),93,3.1905,"[4, 3, 4, 3, 1, 2, 3, 5, 3, 4, 2, 3, 2, 2, 3, 4, 5, 4, 3, 3, 4]",True,64,21
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),94,2.5,"[4, 3, 4, 1, 2, 2, 3, 3, 5, 1, 3, 2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 3]",True,55,22
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),95,2.4074,"[4, 4, 3, 2, 3, 2, 2, 2, 1, 4, 2, 3, 1, 1, 2, 1, 2, 3, 1, 2, 2, 2, 1, 4, 3, 4, 4]",True,64,27
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),96,2.7826,"[1, 2, 4, 3, 3, 2, 1, 4, 3, 4, 4, 2, 3, 2, 4, 4, 2, 2, 3, 2, 3, 4, 2]",True,64,23
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),97,2.75,"[3, 4, 3, 2, 1, 2, 2, 3, 3, 2, 2, 2, 4, 3, 4, 3, 3, 4, 2, 3, 2, 3, 3, 3]",True,64,24
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),98,2.3571,"[2, 2, 2, 2, 2, 1, 3, 2, 2, 2, 1, 4, 3, 2, 2, 1, 2, 2, 3, 3, 2, 2, 3, 2, 3, 4, 3, 4]",True,64,28
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),99,2.56,"[1, 2, 2, 3, 4, 4, 1, 2, 3, 2, 2, 4, 2, 1, 2, 3, 4, 4, 3, 2, 4, 2, 3, 2, 2]",True,64,25
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),100,2.1667,"[3, 1, 2, 2, 2, 3, 4, 1, 3, 3, 2, 1, 2, 1, 2, 3, 2, 2, 1, 4, 3, 3, 3, 2, 2, 2, 1, 2, 1, 2]",True,64,30
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),81,3.4737,"[3, 6, 1, 4, 6, 5, 5, 4, 4, 2, 3, 4, 4, 1, 3, 4, 2, 2, 3]",True,64,19
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),82,4.125,"[4, 4, 3, 6, 4, 2, 6, 6, 4, 4, 5, 6, 4, 2, 3, 3]",True,64,16
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),83,4.4,"[6, 4, 4, 6, 6, 6, 3, 4, 4, 4, 4, 2, 6, 4, 3]",True,64,15
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True,64,20
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),85,2.75,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 1, 5, 3, 4, 2, 3, 3, 2, 1, 3, 2, 2, 3, 2, 4]",True,64,24
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 4, 3, 2, 1, 2]",True,64,23
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),87,3.4211,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 4, 2, 2, 3, 5, 1, 2, 2, 2, 3]",True,64,19
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),88,3.0476,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 4, 2, 4, 3, 1, 2, 3, 5, 3]",True,64,21
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),89,4.3333,"[3, 3, 6, 6, 2, 6, 4, 4, 5, 4, 3, 6, 5, 6, 2]",True,64,15
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),90,3.5789,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 4, 4, 5]",True,64,19
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),91,3.0,"[1, 4, 3, 4, 3, 1, 3, 4, 4, 3, 2, 4, 5, 2, 2, 2, 3, 3, 3, 3, 4, 3]",True,64,22
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),92,2.56,"[3, 3, 3, 3, 3, 3, 3, 6, 4, 1, 1, 1, 4, 4, 1, 1, 4, 4, 4, 1, 2, 1, 2, 1, 1]",True,64,25
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),93,4.125,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 4, 4, 5, 4, 4, 2, 5]",True,64,16
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),94,3.2353,"[6, 5, 1, 4, 3, 6, 5, 4, 1, 2, 2, 3, 2, 2, 3, 4, 2]",True,55,17
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),95,3.0476,"[4, 4, 5, 3, 2, 2, 3, 4, 4, 2, 1, 2, 1, 4, 2, 3, 2, 2, 4, 4, 6]",True,64,21
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),96,3.8824,"[1, 4, 6, 2, 3, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 5, 3]",True,64,17
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True,64,18
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),98,2.8696,"[3, 2, 1, 3, 2, 1, 2, 2, 5, 4, 6, 1, 1, 2, 5, 4, 2, 4, 2, 3, 4, 3, 4]",True,64,23
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),99,3.5556,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 2, 5, 4, 6, 6, 4, 2, 2, 2]",True,64,18
DQ_embed_only_W4A16,rot,FP16_rotated,fake_W4A16(embedding table only),100,3.0455,"[3, 3, 2, 4, 3, 3, 4, 4, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 3, 3, 4]",True,64,22
